Color;R;G;B
Spicy Red Metallic;255;0;0
Spirited Bronze Pearl;205;127;50
Spirited Green;34;139;34
Spirited Green Metallic;34;139;34
Spitfire Orange Clearcoat;255;69;0
Splash Metallic;192;192;192
Sport;255;0;0
Sport Black Mb-Tex;0;0;0
Sport Blue;0;0;255
Sport Cloth;128;128;128
Sport Interior;128;128;128
Sport Red;255;0;0
Sport Red Metallic;255;0;0
Sport Red Tintcoat;255;0;0
Sport Tan;210;180;140
Sport Utility;128;128;128
Sporty Blue;65;105;225
Spring Green;0;255;127
Sprint Gray;128;128;128
Spruce Mica;34;139;34
Spyder Classic;105;105;105
Squid Ink;54;69;79
Ssilver;192;192;192
Stainless Steel;192;192;192
Standard Interior in Black;0;0;0
Standard Interior in Black/Mojave Beige;128;128;128
Star Black Metallic;0;0;0
Star White;255;255;255
Star White Met Tri-C;255;255;255
Star White Metallic;255;255;255
Star White Metallic Tri-Coat;255;255;255
Star White Metallic Tri-Coat/Darkened Bronze;205;127;50
Starbright Yellow;255;215;0
Starbright Yellow / Black Roof;255;215;0
Starbright Yellow/Black Roof;255;215;0
Starfire Pearl;255;99;71
Starfire Pearl [Whit;255;99;71
Stargazer Black;0;0;0
Starlight;192;192;192
Starlight Blue;65;105;225
Starlight Blue Metallic;65;105;225
Starlight Gray Metallic Premium Colorant;128;128;128
Starlight Gray Premium Colorant;128;128;128
Starlight Silve;192;192;192
Starlight Silver;192;192;192
Starlight Silver Metallic;192;192;192
Starlight Silver Metallic w/ Black Roof;128;128;128
Starlight Silver Metallic w/Black Roof;128;128;128
Starling Blue;70;130;180
Starling Blue Metallic;70;130;180
Std Blk;0;0;0
Std Blk Lthr;0;0;0
Std Mojave;112;128;144
Stealth;64;64;64
Stealth Gray;105;105;105
Stealth Gray Metallic;105;105;105
Stealth Gray/Super Black;64;64;64
Stealth Grey;105;105;105
Steel;119;136;153
Steel (as);119;136;153
Steel / Graphite;64;64;64
Steel Blue;70;130;180
Steel Blue Metallic;65;105;225
Steel Blue Metallic Clearcoat;65;105;225
Steel Graphite;64;64;64
Steel Gray;119;136;153
Steel Gray (klg);119;136;153
Steel Gray Metallic;119;136;153
Steel Gray Mica;119;136;153
Steel Gray Pearl Metallic;176;196;222
Steel Gray/Global Black;64;64;64
Steel Gray/Off-Black;64;64;64
Steel Grey;119;136;153
Steel Grey Metallic;119;136;153
Steel Grey/Black;64;64;64
Steel Grey/Global Black;64;64;64
Steel Matte Gray;112;128;144
Steel Metallic;119;136;153
Steel Sapphire Metallic;70;130;180
Steel Silver Metallic;192;192;192
Steel Silver Metallic - Spark Silver Metallic Accent;192;192;192
Steel Silver Metallic/Spark Silver Metallic;192;192;192
Steel/Graphite;64;64;64
Stellar Black;0;0;0
Stellar Black Metallic;0;0;0
Stellar Silver;192;192;192
Sterling;192;192;192
Sterling Blue Metallic;65;105;225
Sterling Gray;128;128;128
Sterling Gray CC Metallic;128;128;128
Sterling Gray Metallic;128;128;128
Sterling Gray Metallic - UJ;128;128;128
Sterling Gray Metallic Gzb;128;128;128
Sterling Grey Metallic;128;128;128
Sterling Metallic;192;192;192
Sterling Metallic Gxd;192;192;192
Sterling Silver;192;192;192
Sterling Silver Metallic;192;192;192
Sterling Silver Metallic/Light Sandrift Metallic;192;192;192
Sterling Stone/Charcoal Black;64;64;64
Still Night;54;69;79
Still Night Pearl;128;128;128
Sting Gr;255;0;0
Sting Gray Clearcoat;112;128;144
Sting-Gray Clearcoat;112;128;144
Stinger Yellow;255;215;0
Stinger Yellow Clearcoat;255;215;0
Stone;128;128;128
Stone (w);128;128;128
Stone 5s;128;128;128
Stone Beige;210;180;140
Stone Blue;70;130;180
Stone Blue Metallic;65;105;225
Stone Blue/Titan Black;64;64;64
Stone Bucket Seats;128;128;128
Stone Gray;112;128;144
Stone Gray Metallic;112;128;144
Stone Gray/Steel Gray;112;128;144
Stone Grey;112;128;144
Stone Leather;160;82;45
Stone Leather Interior;160;82;45
Stone Leather Seating Inserts;160;82;45
Stone Metallic;128;128;128
Stone T;128;128;128
Stone W/Black Accent;64;64;64
Stone White;255;255;255
Stone White Clearcoat;255;255;255
Stone White Clearcoat / Black Cloth Top;255;255;255
Stone w/Black Accent;64;64;64
Stone/Dark Charcoal;64;64;64
Stonegray;112;128;144
Stonewashed Blue;70;130;180
Stonewashed Blue Metallic w/ Blue Roof;65;105;225
Stonewashed Blue Metallic/Beige Roof;65;105;225
Stonewashed Blue Metallic/Black Roof;65;105;225
Storm;128;128;128
Storm / Jet;64;64;64
Storm Bay Metallic;112;128;144
Storm Blue;70;130;180
Storm Blue Metallic;65;105;225
Storm Cloud;192;192;192
Storm Front Gray;112;128;144
Storm Gray;112;128;144
Storm Gray Metallic;112;128;144
Storm Gray/Black;64;64;64
Storm Gray/black;64;64;64
Storm Grey;112;128;144
Storm Grey Pearlcoat;112;128;144
Storm Gry Clth;112;128;144
Storm Red Metallic;255;0;0
Storm Silver Metallic;192;192;192
Storm/Ebony;64;64;64
Stormy Blue;70;130;180
Stormy Blue Mica;70;130;180
Stormy Sea;32;178;170
Stornoway Gray;112;128;144
Stornoway Gray Metallic;112;128;144
Stornoway Grey;112;128;144
Stratosphere;135;206;235
Stratus Gray;112;128;144
Stratus Gray Leather;112;128;144
Stratus gray;112;128;144
Sublime Clearcoat Metallic;192;192;192
Sublime Metallic Clearcoat;192;192;192
Sublime Pearl Coat;255;99;71
Sublime Pearlcoat;255;99;71
Suki Beige / Black Two Tone;210;180;140
Sumatra Black;0;0;0
Sumatra Black Metallic;0;0;0
Summer Rain Metallic;176;196;222
Summer Yellow;255;255;0
Summit Gray;128;128;128
Summit Gray Pearl;128;128;128
Summit White;255;255;255
Summit White (gaz);255;255;255
Summit White / White;255;255;255
Summit White Gaz;255;255;255
Summit White/Black Carbon Metallic;128;128;128
Sun;255;223;0
Sun Blaze Pearl;255;140;0
Sun Fusion;255;165;0
Sun Yellow;255;255;0
Sunburst Orange;255;69;0
Sunburst Orange II Metallic;255;69;0
Sunburst Orange Metallic;255;69;0
Sunburst Orange Pearl;255;99;71
Sunburst Orange Pearlcoat;255;99;71
Sundance Metallic;192;192;192
Sunlight Gold Opal;212;175;55
Sunlight Silver Metallic;192;192;192
Sunlit Green;0;255;127
Sunny Side Yellow;255;255;0
Sunrise Orange;255;140;0
Sunrise Orange Metallic;255;140;0
Sunrise Red Metallic;255;0;0
Sunset;255;99;71
Sunset Blue;70;130;180
Sunset Bronze Mica;205;127;50
Sunset Bronze Pearl;205;127;50
Sunset Drift Chromaflair;210;105;30
Sunset Glow Metallic;255;140;0
Sunset Gold;212;175;55
Sunset Gold In Gloss Finish;212;175;55
Sunset Gold SV Bespoke Ultra Metallic Satin;212;175;55
Sunset Medium Gold Metallic;212;175;55
Sunset Metallic;212;175;55
Sunset Orange;255;140;0
Sunset Orange Metallic;255;140;0
Sunset Orange Pearl;255;99;71
Sunset Pearlescent;255;255;255
Sunshine Orange;255;140;0
Sunshine Orange Metallic;255;140;0
Sunstone Metallic;192;192;192
Super Black;0;0;0
Super Black Clearcoat;0;0;0
Super Black Metallic;0;0;0
Super Black/Pearl White;128;128;128
Super Red;255;0;0
Super Red 5;255;0;0
Super Red V;255;0;0
Super Silver;192;192;192
Super White;255;255;255
Super White 040;255;255;255
Super White 2;255;255;255
Superior Blue;0;0;255
Superior Blue Metallic;65;105;225
Supernova;255;215;0
Supernova Metallic (Dark Blue);25;25;112
Supersonic Red;255;0;0
Supersonic Red / Midnight Black Metallic;128;0;0
Supersonic Red/Midnight Black Metallic;128;0;0
Surf Blue;70;130;180
Suzuka Blue Metallic;0;0;255
Suzuka Gray Metallic;128;128;128
Suzuka Gray Metallic/Black Roof;128;128;128
Suzuka Grey Metallic;128;128;128
Sv;192;192;192
Symphony Air Silver;192;192;192
Symphony Air Silver Metallic;192;192;192
Symphony Silver;192;192;192
Synergy Green Metallic;34;139;34
T9T9/Ibis White;255;255;255
TACORA RED, PERFORATED SENSATEC UPHOLSTERY;255;0;0
TAFFETA WHITE;255;255;255
TAN;210;180;140
TAN LEATHER;210;180;140
TAN LEATHER SEAT SURFACES;210;180;140
TAN/BLACK;105;105;105
TAN/EBONY/IVORY PREMIUM LEATHER;160;82;45
TANGO RED;255;0;0
TANZANITE BLUE;72;61;139
TAUPE;139;69;19
TEAL;0;128;128
TECTONIC SILVER METALLIC;192;192;192
TERRA;210;180;140
TERRA/EBONY LUXURY LEATHER;105;105;105
THUNDER GRAY;112;128;144
TITANIUM GREY PEARL/ BLACK NAPPA LEATHER;119;136;153
TITANIUM, LEATHER-APPOINTED SEATS;119;136;153
TN;128;128;128
TORRED;255;0;0
TREMOR;112;128;144
TURQUOISE;64;224;208
TURQUOISE AND BLACK;0;128;128
TUXEDO BLACK;0;0;0
TUXEDO BLACK METALLIC;0;0;0
TWO TONE;128;128;128
TYE1;128;128;128
Tacora Red;255;0;0
Tacora Red Perforated Sen;255;0;0
Tactical Green;0;100;0
Tactical Green Metallic;0;100;0
Tactical Grey;128;128;128
Taffeta White;255;255;255
Tamarind Brown Metallic;139;69;19
Tan;210;180;140
Tan (c);210;180;140
Tan - Parchment;222;184;135
Tan / Black;105;105;105
Tan / Ebony;105;105;105
Tan / Ebony / Ivory;160;82;45
Tan / Ebony / Light Oyster;160;82;45
Tan Black;105;105;105
Tan Cloth;210;180;140
Tan Leather;210;180;140
Tan Leather Interior;210;180;140
Tan and Plaid;210;180;140
Tan heated/cooled seats;210;180;140
Tan w/ Quilting;210;180;140
Tan w/Ebony;105;105;105
Tan+-;210;180;140
Tan/Black;105;105;105
Tan/Brown;160;82;45
Tan/Ebony;105;105;105
Tan/Ebony/Ebony;105;105;105
Tan/Ebony/Ebony/Tan/Ivory;160;82;45
Tan/Ebony/Tan;210;180;140
Tan/Ebony/Tan/Ebony;210;180;140
Tan/Green;107;142;35
Tan/Ivory/Espresso;160;82;45
Tan/Tan;210;180;140
Tan/White;245;245;220
TanL;210;180;140
Tangerine;255;165;0
Tangerine Orange Pearl;255;165;0
Tangerine Splash Pearl;255;165;0
Tangerine Splash Pearl (4x3);255;165;0
Tango Red;255;0;0
Tango Red Metallic;255;0;0
Tango Red Metallic/Black Roof;128;0;0
Tango Red Pearl;255;99;71
Tango Red Pearl [Red];255;99;71
Tanin Red;220;20;60
Tank Clearcoat;128;128;128
Tanzanite Blue;72;61;139
Tanzanite Blue II Metallic;72;61;139
Tanzanite Blue Metallic;72;61;139
Tanzanite Blue Metallic (Blue);72;61;139
Tarmac Black;0;0;0
Tarmac Black Metallic;0;0;0
Tarmac Black Pearl;0;0;0
Tartufo;112;128;144
Tartufo Brown;112;128;144
Tartufo Brown/Black;64;64;64
Tartufo Full Merino Leather;112;128;144
Tartufo/Black;64;64;64
Taruma Brown;112;128;144
Tasman Blue;70;130;180
Tasman Blue Metallic;65;105;225
Tasman Blue Metallic - 1DL;65;105;225
Taupe;139;69;19
Taupe Boston Leather;139;69;19
Taupe Frost Clear Coat;192;192;192
Taupe Gray Metallic;112;128;144
Taupe Leather;139;69;19
Taupe/Ebony;105;105;105
Taupe/Off-Black;64;64;64
Taupe/Pearl Beige;222;184;135
Tax;128;128;128
Tea;210;180;140
Teak;160;82;45
Teak Br Metallic;160;82;45
Teak Brown Metallic;160;82;45
Teak Brown Metallic/Black Roof;105;105;105
Teak/Light Shale;112;128;144
Teal;0;128;128
Teal Blue Metallic;0;128;128
Teal Isle;0;128;128
Teal/White;224;255;255
Tech White;255;255;255
Tectite Gray Metallic;112;128;144
Tectonic;128;128;128
Tempest Blue Metallic;65;105;225
Tenorite Gray Metallic;112;128;144
Tension Blue/Twilight Blue Dipped;70;130;180
Tera Dalbergia Brown;112;128;144
Tera Dalbergia Brown Leather;112;128;144
Tera Dark Truffle;101;67;33
Tera Excl Dalbergia Brown;112;128;144
Tera Exclusive Dalbergia Brown;112;128;144
Teracotta;210;105;30
Terra;210;180;140
Terra Brown Metallic;160;82;45
Terra Gray Metallic;112;128;144
Terra Mocha Metallic;139;69;19
Terracotta;210;105;30
Terracotta Black;0;0;0
Terracotta Brown;160;82;45
Terracotta Orange;255;140;0
Terracotta w/Black;64;64;64
Terracotta/Black;64;64;64
Terrain;112;128;144
Textile;210;180;140
Thermal Orange Pearl;255;140;0
Thunder Blue Metallic;65;105;225
Thunder Gray;112;128;144
Thunder Gray Chroma Flair;112;128;144
Thunder Gray ChromaFlair;112;128;144
Thunder Gray Metallic;112;128;144
Thunder Grey;112;128;144
Thunder Grey Metallic;112;128;144
Thunderbird Blue;70;130;180
Thundergry;112;128;144
Thundernight Metallic;112;128;144
Thunderstorm;105;105;105
