Color;R;G;B
FUJI WHITE;255;255;255
FUJI WHITE [WHI;255;255;255
FUJI WHT;255;255;255
Farallon Black;0;0;0
Farallon Black Premium Metallic;0;0;0
Fathom Blue;0;0;205
Fathom Blue Pearl;0;0;205
Fathom Blue Pearl Coat;0;0;205
Fathom Blue Pearlcoat;0;0;205
Fawn;222;184;135
Fd19 Ash;178;190;181
Federation Orange;255;165;0
Fighter Jet Gray;64;64;64
Fiji Blue Pearl;0;191;255
Finish Line Red;220;20;60
Fiona Red;255;0;0
Fiona Red/Black;128;0;0
Fiona Red/Black Merino;128;0;0
Fire Agate Pearl;178;34;34
Fire Orange;255;69;0
Fire Red;255;0;0
Firecracker Red;255;0;0
Firecracker Red Clear Coat;255;0;0
Firecracker Red Clearcoat;255;0;0
Firemist Metallic;192;192;192
Firemist Red Metallic;220;20;60
Firemist Red Metallic with Black Soft Top;110;10;30
Firenze Red;200;30;45
Firenze Red Metall;200;30;45
Firenze Red Metallic;200;30;45
Firmament Blue Metallic;0;0;255
Fjord Blue;0;0;205
Fjord Blue Metallic;0;0;205
Fjord Blue/Black;0;0;102
Flame Red;255;69;0
Flame Red CC/Bright Silver Metallic Clearcoat;224;131;96
Flame Red Clear Coat;255;69;0
Flame Red Clearcoat;255;69;0
Flame Red Clearcoat (pr4);255;69;0
Flamenco Red Metallic;255;0;0
Flaminco Red Metallic;255;0;0
Flannel Gray;128;128;128
Flare Red;255;0;0
Flare Red w/Black;128;0;0
Flare Yellow;255;255;0
Flash Red;255;0;0
Flaxen;240;230;140
Flaxen w/Linear Espresso Wood Trim;171;149;87
Flaxen w/Linear Wood;171;149;87
Flaxen w/Striated Black Trim;120;115;70
Flight;70;130;180
Flight Blue;70;130;180
Flight Blue - C8;70;130;180
Flight Blue Clearcoat;70;130;180
Flight Blue Metallic Clearcoat;70;130;180
Flint;112;128;144
Flint Gray;112;128;144
Flint Gray Metallic;112;128;144
Flint Grey;112;128;144
Flint Mica;112;128;144
Flip Chip Silver Metallic;192;192;192
Florett Silver;192;192;192
Florett Silver Metallic;192;192;192
Florett Silver Metallic w/ Black Roof;96;96;96
Florett Silver Metallic/Black Roof;96;96;96
Fluid Black w/BMW i Frozen Blue Accent;87;108;115
Fluid Black w/Highlight BMW i Blue;87;108;115
Fluid Black w/Highlight BMW i Frozen Blue;87;108;115
Fluid Metal;169;169;169
Flux Metallic;192;192;192
Flux Silver;192;192;192
Flux Silver SV Bespoke Ultra Metallic Gloss;192;192;192
Flux Silver satin;200;200;200
Ford;0;0;255
Ford Performance Blue Metallic;0;0;205
Forest Green;34;139;34
Forest Green Pearl;34;139;34
Forest Green/Beige;140;192;127
Forest Mist Metallic;211;211;211
Forest Storm w/Mahogany Accents;100;100;100
Forge Gray;128;128;128
Forged Bronze;205;127;50
Forged Copper;184;115;51
Forged Green Metallic;0;128;0
Forged Silver Metallic;192;192;192
Formal Black;0;0;0
Formula Red;255;0;0
Fortana Red;255;0;0
Fortana Red Metallic;255;0;0
Fountain Blue;70;130;180
Fox Red;255;0;0
Fox Red/Black;128;0;0
French Roast;101;67;33
French Roast & Blk;50;33;16
French Roast/Black;50;33;16
Fresh Powder;255;250;250
Fromage;255;223;0
Frost;240;248;255
Frost Beige;245;245;220
Frost Silver Metallic;192;192;192
Frost White;255;255;255
Frost White Pearl;255;255;255
Frostbite;173;216;230
Frostbite Blue;173;216;230
Frostbite Pearlcoat;173;216;230
Frosted Glass;220;220;220
Frosted Glass Metallic;220;220;220
Frosted Steel Metallic;176;196;222
Frozen Berry;199;21;133
Frozen Berry Metallic;199;21;133
Frozen Black;0;0;0
Frozen Black Metallic;0;0;0
Frozen Blue;0;0;255
Frozen Blue Metallic;0;0;255
Frozen Bluestone Metallic;70;130;180
Frozen Brilliant White Metallic;255;255;255
Frozen Bronze Metallic;205;127;50
Frozen Brooklyn Grey;105;105;105
Frozen Dark Blue Metallic;0;0;139
Frozen Gray II Metallic;128;128;128
Frozen Grey II Metallic;128;128;128
Frozen Pure Gray Metallic;128;128;128
Frozen Pure Grey Metallic;128;128;128
Frozen Solid White;255;255;255
Frozen White;255;255;255
Fuji White;255;255;255
Fuji White   1Aa;255;255;255
Fuji White - 1AA;255;255;255
Fuji White 1aa;255;255;255
Fuji White [White];255;255;255
Full Red;255;0;0
Fusion Black;0;0;0
Fusion Orange;255;165;0
Fusion Red;255;0;0
Fusion Red Metallic;255;0;0
Fwhite;255;255;255
G;128;128;128
G manufaktur Arabian Gray;128;128;128
G manufaktur Arabian Grey;128;128;128
G manufaktur Desert Sand;237;201;175
G manufaktur Jupiter Red;255;0;0
G6o;128;128;128
GALWAY GREEN METALLIC;0;128;0
GARNET W/ EBONY;128;0;0
GAZ;128;128;128
GBA;128;128;128
GILDED GREEN MET CC;0;128;0
GK2;128;128;128
GLACIER WHITE;255;255;255
GLAZED CARAMEL;210;105;30
GLD;128;128;128
GLJ;128;128;128
GLS;128;128;128
GNBK;0;0;0
GO;128;128;128
GO MANGO;255;200;0
GOLD;255;215;0
GOLDEN YELLOW METALLIC;255;223;0
GONDWANA STONE;112;128;144
GONE;128;128;128
GR;128;128;128
GRA/Gray;128;128;128
GRABBER BLUE METALLIC;0;0;205
GRAP;128;128;128
GRAPHITE;54;69;79
GRAPHITE GREY MET;54;69;79
GRAPHITE LUSTER METALLIC [GRAY];54;69;79
GRAPHITE METALLIC;54;69;79
GRAY;128;128;128
GRAY CLOTH;128;128;128
GRAY CLOTH BUCKET SEATS;128;128;128
GRAY W/ BLACK;64;64;64
GRAY/Gray;128;128;128
GRAYWOOD;119;136;153
GREEN;0;128;0
GREY;128;128;128
GREY/CARBON BLACK LEATHERETTE INTERIOR;64;64;64
GRY;128;128;128
GRY/Gray;128;128;128
GS;128;128;128
GT Silver;192;192;192
GT Silver Metallic;192;192;192
GTS Interior Package Black with Chalk Stitching;0;0;0
GTS-R Blue Pearl Coat;0;0;255
GUARDS RED;255;0;0
GX;128;128;128
GY;128;128;128
GYS;128;128;128
Galactic Aqua Metallic;0;255;255
Galactic Aqua Mica;0;255;255
Galactic Black;0;0;0
Galactic Gray;128;128;128
Galactic Gray Metallic;128;128;128
Galactic Gray Mica;128;128;128
Galactic Grey Metallic;128;128;128
Galapagos Green Metallic;0;128;0
Galaxy;128;128;128
Galaxy Black;0;0;0
Galaxy Black Leatherette;0;0;0
Galaxy Black Metallic;0;0;0
Galaxy Blue Metallic;0;0;205
Galaxy Blue Pearl;0;0;255
Galaxy Gray Metallic;128;128;128
Galaxy Gray Mica;128;128;128
Galaxy Silver;192;192;192
Galaxy Silver Metallic;192;192;192
Gallery White;255;255;255
Gallery White with Gray Accent & Red Stitch;212;127;127
Gallium;192;192;192
Galvanic Gold Metallic;255;215;0
Galway Green;0;128;0
Ganache;70;40;20
Garnet;115;54;53
Garnet Ember;115;54;53
Garnet Metallic;115;54;53
Garnet Pearl;115;54;53
Garnet Pearl Me;115;54;53
Garnet Pearl Metallic;115;54;53
Garnet Red;150;0;24
Garnet Red Metallic;150;0;24
Garnet Red Mica;150;0;24
Garnet Red Pearl;150;0;24
Garnet Red Pearl Effect;150;0;24
Garnet Red Tintcoat;150;0;24
Garnet Red/Black;75;0;12
Garnet w/Ebony Accents;75;0;12
Gator;128;128;128
Gator Clearcoat;128;128;128
Gb0;128;128;128
Gba;128;128;128
Gecko Green;34;139;34
Gecko Green Metallic;34;139;34
Gemstone Red;255;0;0
Gentian Blue;0;0;255
Gentian Blue Metallic;0;0;255
Geranium Red;255;0;0
Gery;128;128;128
Geyser Blue;70;130;180
Geyser Grey;128;128;128
Gh;128;128;128
Gh Ebony Leathe;50;30;20
Gideon;128;128;128
Gideon/Very Dark Atmosphere;20;20;20
Giga;128;128;128
Giga Amido;128;128;128
Giga Amido Full Perforated Leather;101;67;33
Giga Brown/Carum Spice;101;67;33
Giga Cassia/Carum Spice Gray;128;128;128
Giga Cassia/Spice Gray;128;128;128
Giga Cassia/Spice Gray Leather;128;128;128
Giga Ivory White;255;255;240
Giga Ivory White/Black;127;127;120
Gilded Green Metallic Clearcoat;0;128;0
Gilded Pewter Metallic;139;134;130
Ginger;205;133;63
Ginger Beige;245;245;220
Ginger Beige / Espresso Brown;173;156;126
Ginger Beige/Black;123;123;110
Ginger Beige/Espress;173;156;126
Ginger Beige/Espresso;173;156;126
Ginger Beige/Espresso - 115;173;156;126
Ginger Beige/Espresso Brown;173;156;126
Giola Green;0;128;0
Giola Green Metallic;0;128;0
Glacial White;255;255;255
Glacial White Pearl;255;255;255
Glacial White Pearl Gwp;255;255;255
Glacier;128;128;128
Glacier / Ebony;64;64;64
Glacier / Lunar;164;164;169
Glacier Blue;0;0;205
Glacier Blue Metallic;0;0;205
Glacier Blue Pearl;0;0;255
Glacier Frost Mica;220;220;220
Glacier Gray Metallic;128;128;128
Glacier Metalli;128;128;128
Glacier Metallic;128;128;128
Glacier Metallic Clearcoat;128;128;128
Glacier Pearl;255;255;255
Glacier Silver;192;192;192
Glacier Silver Metallic;192;192;192
Glacier White;255;255;255
Glacier White (qak);255;255;255
Glacier White - QAK;255;255;255
Glacier White / Black Roof;128;128;128
Glacier White M;255;255;255
Glacier White Meta;255;255;255
Glacier White Metallic;255;255;255
Glacier White Metallic - 2Y2Y;255;255;255
Glacier White Metallic w/ Black Roof;128;128;128
Glacier White Metallic/Black Roof;128;128;128
Glacier White Pearl;255;255;255
Glacier White Pearl Glow;255;255;255
Glacier White Pearl/Ebony Black Roof;128;128;128
Glacier White Qak;255;255;255
Glacier with Ebony Headlining;128;128;128
Glacier/Ebony;128;128;128
Glacier/Ebony/Glacier;128;128;128
Glazed Caramel;210;105;30
Glazed Caramel w/Black;105;52;15
Glenwood Green;34;139;34
Global Black;0;0;0
Global Black (x7);0;0;0
Global Black w/Global Black;0;0;0
Global Black w/Sea Salt;120;127;120
Global Black/Steel Gray;35;65;90
Gloss Black;0;0;0
Gloss Black (px8);0;0;0
Glowing Yellow;255;255;0
Glowing Yellow W2b;255;255;0
Go;128;128;128
Go Mango;255;200;0
Go Mango!;255;200;0
Gobi Clearcoat;210;180;140
Gold;255;215;0
Gold Ash Clearcoat Metallic;205;170;125
Gold Dust;255;215;0
Gold Leaf Metallic;255;215;0
Gold Metallic;255;215;0
Gold Mist;255;215;0
Gold Mist Metallic;255;215;0
Gold Rush;255;215;0
Golden Almond;239;222;205
Golden Almond Metallic;239;222;205
Golden Beige;245;245;220
Golden Bronze Metallic;205;127;50
Golden Brown;153;101;21
Golden Oak & Black;80;41;22
Golden Oak/Black;80;41;22
Golden Pearl;255;255;255
Golden Sand;194;178;128
Golden Umber Mica;115;74;47
Golf Blue;0;0;255
Gondwana Stone;112;128;144
Gondwana Stone Metallic;112;128;144
Gone;128;128;128
Gotland Green Metallic;0;128;0
Grabber Blue;0;0;255
Grabber Blue Metallic;0;0;205
Grabber Lime;0;255;0
Grabber Orange;255;165;0
Grabber Orange Clearcoat;255;165;0
Grabber Yellow;255;255;0
Gradient Black;0;0;0
Gran Premio Gray Pearl;128;128;128
Grand Blue;0;0;255
Grand Blue / Black Obsidian;5;5;133
Grand Blue/Black Obsidian;5;5;133
Grand Prix White;255;255;255
Grand Prix White w/Black Stripes;128;128;128
Granite;112;128;144
Granite Brown;101;67;33
Granite Clearcoat;112;128;144
Granite Clearcoat Metallic;112;128;144
Granite Crystal;180;200;220
Granite Crystal Clearcoat Metallic;180;200;220
Granite Crystal Met. Clea;180;200;220
Granite Crystal Metallic;180;200;220
Granite Crystal Metallic Clear Coat;180;200;220
Granite Crystal Metallic Clearcoat;180;200;220
Granite Gray;112;128;144
Granite Gray Metallic;112;128;144
Granite Grey;112;128;144
Granite Metallic Clear;112;128;144
Granite Metallic Clearcoat;112;128;144
Granite Pearl;255;255;255
Granite Pearl Coat;255;255;255
Granite Pearlcoat;255;255;255
Graphite;54;69;79
Graphite (g);54;69;79
Graphite - FB10;54;69;79
Graphite - G;54;69;79
Graphite / Stone;83;99;112
Graphite 10;54;69;79
Graphite 22;54;69;79
Graphite Black;0;0;0
Graphite Blue;54;69;79
Graphite Blue Metallic;54;69;79
Graphite Blue with Chalk Stitching;54;69;79
Graphite Blue/Chalk;54;69;79
Graphite Blue/Chalk with Sport-Tex;54;69;79
Graphite Blue/Choice of Color;54;69;79
Graphite Blue/Slate Grey;54;69;79
Graphite Cloth;128;128;128
Graphite G;54;69;79
Graphite Gray;54;69;79
Graphite Gray (c*);54;69;79
Graphite Gray / Black;27;34;39
Graphite Gray Metallic;54;69;79
Graphite Gray Metallic/Dark Argent Metallic;112;119;124
Graphite Gray Pearl;54;69;79
Graphite Grey;54;69;79
Graphite Grey Metallic;54;69;79
Graphite Leather;54;69;79
Graphite Leather Interior;54;69;79
Graphite Luster Me;54;69;79
Graphite Luster Metallic;54;69;79
Graphite Metallic;54;69;79
Graphite Metallic - Gray;54;69;79
Graphite Metallic Clearcoat;54;69;79
Graphite Metallic Clearcoat/Black Cloth Top;54;69;79
Graphite Metallic Clearcoat/Black Vinyl Top;54;69;79
