Color;R;G;B
Seoul Pearl Silver Metallic;192;192;192
Sepang;128;128;128
Sepang Blue;0;0;255
Sepang Blue Pearl Effect;100;149;237
Sepang Blue Pearl Effect/Black Roof;100;149;237
Sepang Bronze Metallic;205;127;50
Sepia;112;66;20
Sepia / Black;112;66;20
Sepia Bronze Metallic;112;66;20
Sepia Brown;112;66;20
Sepia Leather;112;66;20
Sepia Metallic;112;66;20
Sepia Semi-Aniline Leathe;112;66;20
Sepia/Black;112;66;20
Sequoia Green/Sequoia Green;34;139;34
Serengeti Sand;210;180;140
Serenity White;255;255;255
Serenity White Pearl;255;255;255
Serrano Red;220;20;60
Seville Red Metallic;220;20;60
Sh-Awd W/ Advance Pkg;192;192;192
Sh-Awd W/A-Spec Package;192;192;192
Sh-Awd W/Advance Package;192;192;192
Sh-Awd W/Technology Pkg;192;192;192
Shadow;105;105;105
Shadow Black;0;0;0
Shadow Black Metallic;0;0;0
Shadow Black/Inferno Red;128;0;0
Shadow Blue Metallic;70;130;180
Shadow Gray Metallic;112;128;144
Shadow Grey;112;128;144
Shadow Matte Gray;105;105;105
Shadow Metallic;128;128;128
Shadow Pearl Metallic;192;192;192
Shale;112;128;144
Shale / Brownstone;112;128;144
Shale / Cocoa;112;66;20
Shale / Ebony;64;64;64
Shale Gray Metallic;112;128;144
Shale Leather;112;66;20
Shale With Cocoa Accents;112;66;20
Shale With Ebony Interior Accents;64;64;64
Shale With Ebony Interior Accents, Perforated Leather-Appointed;64;64;64
Shale With Jet Black Accents;0;0;0
Shale w/ Ebony Accents;64;64;64
Shale w/Brownstone upper accents;112;128;144
Shale w/Cocoa Accents;112;66;20
Shale w/Cocoa Accents Nuance Leather - Perforated;112;66;20
Shale w/Cocoa Accents w/Leather Seating Surfaces;112;66;20
Shale w/Cocoa Seats;112;66;20
Shale w/Ebony Accents;64;64;64
Shale w/Jet Black Accents;0;0;0
Shale with Brownstone accents;112;128;144
Shale with Cocoa Accents;112;66;20
Shale with Cocoa accents;112;66;20
Shale with Ebony interior accents;64;64;64
Shale with Jet Black Accents;0;0;0
Shale with Jet Black accents;0;0;0
Shale/Brownstone Accents;112;128;144
Shale/Cocoa;112;66;20
Shale/Cocoa Accents;112;66;20
Shale/Dove;192;192;192
Shale/Ebony Accents;64;64;64
Shara Beige;210;180;140
Shark Blue;70;130;180
Shark Blue / Currently Wrapped Camo;70;130;180
Shark Blue w/ Stealth PPF;70;130;180
Shark Gray Metallic;112;128;144
Sharkskin;105;105;105
Sharkskin Metallic;105;105;105
Sheer Gray w/Jet Black Accents;112;128;144
Sheer Gray with Jet Black accents;112;128;144
Sheer Silver Metallic;192;192;192
Sheer/Very Dark Atmosphere;64;64;64
Shell;255;248;220
Shelter Green Metallic;60;179;113
Shetland Beige;245;245;220
Shetland Beige & Black;210;180;140
Shetland Beige - XW;245;245;220
Shetland Beige Leather;210;180;140
Shimmer Gold Metallic;212;175;55
Shimmering Air Silver;192;192;192
Shimmering Silver;192;192;192
Shimmering Silver Metallic;192;192;192
Shimmering Silver N3s;192;192;192
Shimmering Silver Pearl;192;192;192
Shimmering White;255;255;255
Shimmering White Mica;255;255;255
Shiraz Red Metalli;220;20;60
Shiraz Red Metallic;220;20;60
Shoreline Blue Pearl;100;149;237
Shoreline Mist Metallic;176;196;222
Siam Beige Metallic;210;180;140
Sidewalk Anthracite;105;105;105
Siena Red Metallic;220;20;60
Sienna Brown;160;82;45
Sienna Brown / Black Nappa Leather;160;82;45
Sienna Brown/Black;160;82;45
Sienna Brown/Black Leather;160;82;45
Sierra Beige Mica;222;184;135
Sierra Black;0;0;0
Sierra Burgundy;128;0;0
Sierra Burgundy W7b;128;0;0
Signal Red;255;0;0
Signature Navy;0;0;128
Signet;128;128;128
Signet With Ebony Interior Accents;64;64;64
Signet with Ebony interior accents;64;64;64
Sil/Silver;192;192;192
Silber Met;192;192;192
Silicon Silver;192;192;192
Silicon Silver Metallic;192;192;192
Silicon Silver Prem Met;192;192;192
Silicon Silver Premium Metallic;192;192;192
Silk;255;228;196
Silk Beige;245;245;220
Silk Beige / Black;245;245;220
Silk Beige / Espresso Brown;210;180;140
Silk Beige/Black;245;245;220
Silk Beige/Black MB-Tex;245;245;220
Silk Beige/Espresso;210;180;140
Silk Beige/Espresso Brown;210;180;140
Silk Beige/Titanium Gray;211;211;211
Silk Blue Metallic;65;105;225
Silk Blue Metallic w/ Black Top;65;105;225
Silk Gray/Black;112;128;144
Silky Silver;192;192;192
Silky Silver 4ss;192;192;192
Silky Silver Metallic;192;192;192
Silv;192;192;192
Silv Prl;192;192;192
Silver;192;192;192
Silver & Burgundy;192;192;192
Silver (Wrapped Black);192;192;192
Silver - Bright Silver Metallic Cle;192;192;192
Silver / Black;128;128;128
Silver Alloy;192;192;192
Silver Alloy Metallic;192;192;192
Silver Arrow Metallic;192;192;192
Silver Birch Clearcoat Metallic;192;192;192
Silver Birch Metallic;192;192;192
Silver Bird Metallic;192;192;192
Silver Clearcoat Metallic;192;192;192
Silver Cloth;192;192;192
Silver Coast Metallic;192;192;192
Silver Dawn;192;192;192
Silver Dawn Metallic;192;192;192
Silver Diamond Premium Coat Metallic;192;192;192
Silver Dusk Metallic;192;192;192
Silver Fade;192;192;192
Silver Fern;192;192;192
Silver Flare Metallic;192;192;192
Silver Fresco Metallic;192;192;192
Silver Frost;192;192;192
Silver Frost Clearcoat Metallic;192;192;192
Silver Frost Metallic;192;192;192
Silver Gray;192;192;192
Silver Gray Metallic;192;192;192
Silver Grey;192;192;192
Silver Grey/Black;128;128;128
Silver Ice;192;192;192
Silver Ice Clearcoat Metallic;192;192;192
Silver Ice Metallic;192;192;192
Silver Ice Metallic (gan);192;192;192
Silver Knockout Metallic;192;192;192
Silver Knockout Metallic 1k0;192;192;192
Silver Lightning;192;192;192
Silver Lightning Clearcoat;192;192;192
Silver Lightning Metallic;192;192;192
Silver Lining;192;192;192
Silver Lining Metallic;192;192;192
Silver Metallic;192;192;192
Silver Metallic [S;192;192;192
Silver Metallic/Text. Gray;192;192;192
Silver Mica Metallic;192;192;192
Silver Mist;192;192;192
Silver Mist Clear Coat;192;192;192
Silver Mist Clearcoat;192;192;192
Silver Mist Metallic;192;192;192
Silver Moon;192;192;192
Silver Moon Metallic;192;192;192
Silver Moonlight Metallic;192;192;192
Silver Moss Metallic;192;192;192
Silver Opal Mica;192;192;192
Silver Pearl;192;192;192
Silver Pearl Metallic;192;192;192
Silver Pearl/Black;128;128;128
Silver Pine Metallic;192;192;192
Silver Radiance;192;192;192
Silver Radiance Metallic;192;192;192
Silver Radiance Metallic Clearcoat;192;192;192
Silver Radiance [Sil;192;192;192
Silver Sage Metallic;192;192;192
Silver Sand;192;192;192
Silver Sand Metallic;192;192;192
Silver Sky;192;192;192
Silver Sky Metallic;192;192;192
Silver Sky Metallic w/Midnight Black Roof;192;192;192
Silver Sky Metallic/Midnight Black Metallic;192;192;192
Silver Sky w/Midnight Black Roof;192;192;192
Silver Spruce;192;192;192
Silver Spruce Metallic;192;192;192
Silver Steel Clearcoat Metallic;192;192;192
Silver Steel Metallic;192;192;192
Silver Steel Metallic - PA4;192;192;192
Silver Steel Metallic Clearcoat;192;192;192
Silver Steel Metallic Clearcoat Black Vinyl Top;192;192;192
Silver Steel Metallic Clearcoat/Black Vinyl Top;192;192;192
Silver Stone Metallic/Silver Stone Metallic;192;192;192
Silver Streak Metallic;192;192;192
Silver Streak Mica;192;192;192
Silver Zynith;192;192;192
Silver Zynith Clear Coat;192;192;192
Silver Zynith Clearcoat;192;192;192
Silver Zynith Metallic Clearcoat;192;192;192
Silver w/Blue Trim;192;192;192
Silver w/Rock Gray;192;192;192
Silver w/Silver Trim;192;192;192
Silver/Black;128;128;128
Silver/Gray;192;192;192
Silver/maroon;192;192;192
Silverado Blue;70;130;180
Silverleaf Metallic / Bordeaux Roof;192;192;192
Silverleaf Metallic/Bordeaux Roof;192;192;192
Silverstone;192;192;192
Silverstone Clearcoat Metallic;192;192;192
Silverstone Extended;192;192;192
Silverstone Metallic;192;192;192
Silverstone Metallic Clearcoat/Black Soft Top;192;192;192
Silverstone Silver Metallic;192;192;192
Silverstone/Black;0;0;0
Silverstone/Coffee;139;69;19
Silvr_Blue_Prl;65;105;225
Sinamon Stick;210;105;30
Singapore Gray Metallic;112;128;144
Siren Red Tintcoat;255;0;0
Sizzling Crimso;220;20;60
Sizzling Crimson Mica;220;20;60
Ski Gray;119;136;153
Ski Gray/Black;119;136;153
Sky;135;206;235
Sky Blue;135;206;235
Sky Blue Metallic;65;105;225
Sky Blue Mica;135;206;250
Sky Blue Pearl;135;206;250
Sky Cool Gray;176;196;222
Sky Cool Gray w/Jet Black Accents;176;196;222
Sky Cool Gray w/Santorini Blue Accents;176;196;222
Sky Cool Gray with Santorini Blue accents;176;196;222
Sky Cool Gray/Jet Black w/Santorini Blue Accents;176;196;222
Sky Gray Jet Black With Santorini Blue Accent;128;128;128
Sky Gray Jet Black With Santorini Blue Accents;128;128;128
Sky Gray Strike Yellow;255;215;0
Sky Gray With Jet Black Accents;128;128;128
Sky Gray With Santorini Blue Accents;128;128;128
SkyBlue;135;206;235
Skyscraper Gray Metallic;112;128;144
Skyscraper Grey;112;128;144
Skyscraper Grey Metallic;112;128;144
Slate;112;128;144
Slate Black;0;0;0
Slate Black Sbc;0;0;0
Slate Black Sbl;0;0;0
Slate Black W/Perforated;0;0;0
Slate Black W/Silver;105;105;105
Slate Black w/Silver;105;105;105
Slate Black w/Silver Stitching;105;105;105
Slate Blue;106;90;205
Slate Blue Metallic;106;90;205
Slate Blue Pearlcoat;106;90;205
Slate Gray;112;128;144
Slate Gray / Chalk;112;128;144
Slate Gray Metallic;112;128;144
Slate Gray/Chalk;112;128;144
Slate Green Metallic;112;128;144
Slate Grey;112;128;144
Slate Grey Metallic;112;128;144
Slate Grey Neo;112;128;144
Slate Grey/Chalk;112;128;144
Slate Grey/Mojave Beige;112;128;144
Slate Metallic;112;128;144
Slate Silver Metallic;112;128;144
Slate Stone Metallic;112;128;144
Slingshot Yellow;255;215;0
Sliver;192;192;192
Slt 4x4;192;192;192
Slvrblk;0;0;0
Smoke;105;105;105
Smoke Green;107;142;35
Smoke Metallic;112;128;144
Smoke Show;112;128;144
Smoke Silver Metallic;112;128;144
Smoke Storm;112;128;144
Smoke White;245;245;245
Smoke White/Black;128;128;128
Smoke White/Night Blue;25;25;112
Smoke/Black;112;128;144
Smoked Carbon;54;69;79
Smoked Gray;112;128;144
Smoked Mesquite;139;69;19
Smoked Paprika Metallic;205;92;92
Smoked Pearl Metallic;205;92;92
Smoked Quartz;112;128;144
Smoked Quartz Metallic Tinted Clearcoat;112;128;144
Smoked Quartz Tinted Clearcoat Metallic;112;128;144
Smoked Topaz Metallic;210;105;30
Smoked Truffle;101;67;33
Smokestone;112;128;144
Smokestone Clearcoat Metallic;112;128;144
