Color;R;G;B
Jet Black With Cinnamon Accents, Leather Seating Surfaces With M;210;105;30
Jet Black With Jet Black Accents;0;0;0
Jet Black With Jet Black Accents (h1y);0;0;0
Jet Black With Jet Black Accents Leather Seating Surfaces;0;0;0
Jet Black With Jet Black Accents, Inteluxe Seats;0;0;0
Jet Black With Kalahari Accents;10;10;10
Jet Black With Morello Red Accents;255;0;0
Jet Black With Red Accents;255;0;0
Jet Black With Santorini Blue Accents;0;191;255
Jet Black With Torch Red Accents;255;69;0
Jet Black With Yellow Accents;255;255;0
Jet Black With Yellow Stitching;255;255;0
Jet Black [Black];0;0;0
Jet Black and Spice Red w/ Dark Accents;255;0;0
Jet Black interior trim with leather seating surfaces;0;0;0
Jet Black interior/Adrenaline Red seats;255;0;0
Jet Black perforated leather seating surfaces with;0;0;0
Jet Black perforated leather seating surfaces with CHOICE of 2 i;0;0;0
Jet Black perforated leather seating surfaces with Jet Black int;0;0;0
Jet Black seats/Dark accents - AFA;0;0;0
Jet Black w Jet Black Accents;0;0;0
Jet Black w/Adrenaline Red Accents w/leather seating surfaces;255;0;0
Jet Black w/Arizona Accents;255;0;0
Jet Black w/Artemis Accents;0;0;139
Jet Black w/Blue Accents;0;0;139
Jet Black w/Cinnamon Accents;210;105;30
Jet Black w/Jet Black Accent;0;0;0
Jet Black w/Jet Black Accents;0;0;0
Jet Black w/Jet Black accents;0;0;0
Jet Black w/Kalahari Accents;10;10;10
Jet Black w/Morello Red Accents;255;0;0
Jet Black w/Red Accents;255;0;0
Jet Black w/Saffron Accents;255;165;0
Jet Black w/Santorini Blue Accents;0;191;255
Jet Black w/Sky Cool Gray Accents w/leather seating surfaces;112;128;144
Jet Black w/Torch Red Accents;255;69;0
Jet Black w/Yellow Accents;255;255;0
Jet Black w/Yellow Stitching;255;255;0
Jet Black with Arizona accents;255;0;0
Jet Black with Blue accents;0;0;139
Jet Black with Blue accents, Cloth/Evotex seat trim;0;0;139
Jet Black with Cinnamon accents;210;105;30
Jet Black with Cinnamon accents, Inteluxe seating;210;105;30
Jet Black with Jet B;0;0;0
Jet Black with Jet Black Accents;0;0;0
Jet Black with Jet Black Accents, Inteluxe Seats;0;0;0
Jet Black with Jet Black Accents, Leather Seating;0;0;0
Jet Black with Jet Black accents;0;0;0
Jet Black with Jet Black accents, Leather Seating;0;0;0
Jet Black with Jet Black accents, Leather Seating Surfaces;0;0;0
Jet Black with Jet Black accents, Leather-appointe;0;0;0
Jet Black with Kalahari;10;10;10
Jet Black with Kalahari Accents;10;10;10
Jet Black with Kalahari accents;10;10;10
Jet Black with Kalahari accents, Perforated leather front seat t;0;0;0
Jet Black with Lt. Wheat Accents;222;184;135
Jet Black with Red Accents;255;0;0
Jet Black with Red Accents, Perforated Leather-Appointed seat tr;255;0;0
Jet Black with Red accents;255;0;0
Jet Black with Santorini Blue accents;0;191;255
Jet Black with Santorini Blue accents, Inteluxe seating surfaces;0;191;255
Jet Black with Yellow accents;255;255;0
Jet Black, Cloth seat trim;0;0;0
Jet Black, Full Leather Seats With Semi-Aniline Leather Seating;0;0;0
Jet Black, Full Semi-Aniline Leather Seats With Mondrian Quiltin;0;0;0
Jet Black, Inteluxe Seats;0;0;0
Jet Black, Leather Seating Surfaces With Mini-Perforated Inserts;0;0;0
Jet Black, Leather Seating Surfaces With Precision Perforated In;0;0;0
Jet Black, Leather Seating Surfaces with Mini-Perf;0;0;0
Jet Black, Leather seating surfaces;0;0;0
Jet Black, Leather seating surfaces with mini-perf;0;0;0
Jet Black, Leatherette Seating Surfaces;0;0;0
Jet Black, Napa leather seating surfaces with perforated inserts;0;0;0
Jet Black, Perforated leather-appointed front outboard seat trim;0;0;0
Jet Black, Perforated leather-appointed seat trim;0;0;0
Jet Black, Premium cloth seat trim;0;0;0
Jet Black, leather;0;0;0
Jet Black/Adrenaline Red;255;0;0
Jet Black/Almond Butter;210;180;140
Jet Black/Artemis;0;0;139
Jet Black/Artemis w/Yellow Stitching;255;255;0
Jet Black/Blue Trim;0;0;139
Jet Black/Brandy;139;69;19
Jet Black/Brownstone;101;67;33
Jet Black/Chai;160;82;45
Jet Black/Cinnamon;210;105;30
Jet Black/Clove;210;105;30
Jet Black/Cobalt Red;255;0;0
Jet Black/Cobalt Red Hjx;255;0;0
Jet Black/Dark Accents;50;50;50
Jet Black/Dark Anderson Silver Metallic;70;70;70
Jet Black/Dark Ash;50;50;50
Jet Black/Dark Ash (h2r);50;50;50
Jet Black/Dark Ash Cloth;50;50;50
Jet Black/Dark Ash Leather;50;50;50
Jet Black/Dark Ash, Cloth seat trim;50;50;50
Jet Black/Dark Titanium;30;30;30
Jet Black/Gray w/Blue Accents;100;120;140
Jet Black/Gray w/Red Accents;255;0;0
Jet Black/Graystone;112;128;144
Jet Black/Jet Black;0;0;0
Jet Black/Jet Black Accents;0;0;0
Jet Black/Kalahari;10;10;10
Jet Black/Light Wheat;222;184;135
Jet Black/Light Wheat Accents;222;184;135
Jet Black/Loft Brown;160;82;45
Jet Black/Mahogany;80;20;20
Jet Black/Maple Sugar;210;180;140
Jet Black/Medium Ash Gray;80;80;80
Jet Black/Medium Dark Pew;70;70;70
Jet Black/Medium Dark Pewter;70;70;70
Jet Black/Medium Gray;80;80;80
Jet Black/Medium Titanium;40;40;40
Jet Black/Mocha;101;67;33
Jet Black/Mojave;101;67;33
Jet Black/Nightshift Blue;25;25;112
Jet Black/Piano Black;0;0;0
Jet Black/Piano Black Trim;0;0;0
Jet Black/Red Accents;255;0;0
Jet Black/Spice Red;255;0;0
Jet Black/Sport Red;255;0;0
Jet Black/Teak;160;82;45
Jet Black/Timber;160;82;45
Jet Black/Titanium;30;30;30
Jet Black/Umber;80;40;20
Jet Black/Victory Red;255;0;0
Jet Black/timber Perforated Leather Appointed Front Seats;101;67;33
Jetset Blue;0;191;255
Jetset Blue Clearcoat;0;191;255
Jetstream Blue Metallic Tintcoat;0;0;205
Jewel;128;0;128
Jewel Green Clearcoat Metallic;34;139;34
Jewel Sandstone Metallic Premium Colorant;210;180;140
Jf/Standard Interi;128;128;128
John Cooper Works Black;0;0;0
John Cooper Works Blk Chk Clth;0;0;0
John Cooper Works Rebel Green;34;139;34
Jungle Green;0;100;0
Jungle Green Metallic;0;100;0
Jungle Green/E;0;100;0
Jungle Green/Ebony Black Roof;0;50;0
Juniper w/Sky Cool Gray Accents;112;128;144
Jupiter;128;128;128
Jupiter Red;255;0;0
Just Blue;0;0;255
K9e1;128;128;128
KAIKOURA STONE;112;128;144
KALAHARI;101;67;33
KASW;128;128;128
KH3;128;128;128
KINGFISHER BLUE;0;70;160
KINGS RED MET;255;0;0
KONA BLUE;0;0;255
KONA BROWN WITH JET BLACK ACCENTS;101;67;33
Kaikoura Stone;112;128;144
Kaikoura Stone Metallic;112;128;144
Kalahari;101;67;33
Kalahari/Jet Black;50;50;50
Kalamata Metallic;80;40;20
Kalapana Black;0;0;0
Kapoor Red Metallic;255;0;0
Karat Gold Metallic;255;215;0
Karussell White;255;255;255
Kdt;128;128;128
Kemora Gray Metallic;112;128;144
Kemora Gray Metallic w/ Black Roof;112;128;144
Keswick Green;34;139;34
Khaki;195;176;145
Khaki Windsor;181;166;145
Khaki cloth, leather, premium cl;195;176;145
Khaki/Ebony;128;128;128
Kinetic Blue;0;70;160
Kinetic Blue Metallic;0;70;160
King's Red;255;0;0
Kingfisher Blue;0;70;160
Kingfisher Blue Metallic;0;70;160
Kings Red;255;0;0
Kings Red Metallic;255;0;0
Kings Red Metallic (p8p8);255;0;0
Kings Red Metallic w/Black Roof;128;0;0
Kings Red Metallic/Black Roof;128;0;0
Kite Blue Metallic;0;70;160
Kiwi Clearcoat Metallic;34;139;34
Kiwi Green;0;128;0
Kiwi Metallic;34;139;34
Knights Armor Pearl;192;192;192
Kodiak Brown Metallic;101;67;33
Kona Blue;0;0;255
Kona Blue Metallic;0;0;205
Kona Brown;101;67;33
Kona Brown / Jet Black;50;50;50
Kona Brown Leather;101;67;33
Kona Brown Sauvage;101;67;33
Kona Brown Sauvage w/Jet Black Accents;50;50;50
Kona Brown Sauvage, Leather seats with mini-perforated inserts;101;67;33
Kona Brown With Jet Black Accents;50;50;50
Kona Brown w/Jet Black Accents;50;50;50
Kona Brown w/Jet Black Inserts;50;50;50
Kona Brown w/Jet Black Inserts Perforated Leather;50;50;50
Kona Brown with Jet Black Accent;50;50;50
Kona Brown with Jet Black Accents;50;50;50
Kona Brown with Jet Black Inserts;50;50;50
Kona Brown with Jet Black accents;50;50;50
Kona Brown/Jet Black;50;50;50
Kona Coffee Metallic;139;69;19
Kona Coffee Metallic [brown];139;69;19
Kristallgrau/Titan Black;30;30;30
Kurkuma Yellow Metallic;255;215;0
Kyalami Green;34;139;34
Kyalami Green Metallic;34;139;34
Kyalami Orange;255;165;0
Kyalami Orange/Black;128;0;0
LA04;128;128;128
LA17;128;128;128
LACK;128;128;128
LEAD FOOT GRAY;112;128;144
LGR;112;128;144
LIGHT  TRUFFLE;210;180;140
LIGHT GRAY;211;211;211
LIGHT GREEN METALLIC;144;238;144
LIGHT GREY;211;211;211
LIGHT STONE LEATHER SEATS;169;169;169
LIMITED EDITION REIGN;128;128;128
LINC SOFT TCH EBONY/MED SLATE;105;105;105
LINCOLN SOFT TOUCH BLK/GREY;64;64;64
LINCOLN SOFT TOUCH EBONY;0;0;0
LINCOLN SOFT TOUCH SANDSTNE;210;180;140
LINCOLN SOFT-TOUCH EBNY;0;0;0
LIQ CARB MET;112;128;144
LIQUID CARBON;54;69;79
LIQUID SILVER METALLIC;192;192;192
LITHIUM GRAY;128;128;128
LNCOLN SOFT TOUCH SANDSTONE;210;180;140
LOyster w/Reims Stitch;112;128;144
LT GRAY PERFORATED ACTIVEX;128;128;128
LT OYSTER;211;211;211
LT SMK TRUFFLE PRM LTHR SEATS;210;180;140
LT SPACE GRAY ACTIVEX SEATS;112;128;144
LT SPACE GRAY SFT TOUCH SEA;112;128;144
LT.GRAY;128;128;128
LT.GRAY(GRAY WOOD);128;128;128
LTH-TRM/VNYL SSTONE/BLK STS;105;105;105
LTHR SEATING SURF ROAST;112;128;144
LTHR SEATING SURF SANDSTONE;210;180;140
LUGGAGE;128;128;128
LUNAR SILVER;192;192;192
LUNAR SILVER METALLIC [SI;192;192;192
LUNAR SILVR MET;192;192;192
LUNAR SLVR MET;192;192;192
LUSTROUS GRAY METALLIC;112;128;144
LUXE METALLIC;192;192;192
La24 Redwood;139;69;19
Labrador Black;0;0;0
Labrador Black Met;0;0;0
Labrador Black Metallic;0;0;0
Labrador Black Pea;0;0;0
Labrador Black Pearl;20;20;20
Labrador Black Pearl - X42;20;20;20
Lagoon;0;70;160
Lagoon Blue;0;70;160
Lagoon Blue Mica;0;70;160
Lagoon Blue Pearl;0;191;255
Lagoon Blue Pearl Bhh;0;191;255
Lagoon Silver;192;192;192
Laguna Blue;0;70;160
Laguna Blue Metallic;0;70;160
Laguna Blue Tintcoat;0;70;160
Laguna Green Metallic;34;139;34
Lake Silver Metallic;192;192;192
Lakeshore Blue Metallic;0;70;160
Lakeshore Slate;112;128;144
Lakeside Blue;0;70;160
Lakestone;112;128;144
Lantau Bronze;205;127;50
Lantau Bronze Metallic;205;127;50
Lapis;0;0;139
Lapis Blue;0;0;255
Lapis Blue Metallic;0;0;205
Lapis Blue Pearl;0;191;255
Lapis Blue/Panther Black;54;69;79
Lapisluxury Blue;0;70;160
Lapiz Blue Metallic;0;0;205
Laser Blue;0;0;255
Laser Blue Metallic;0;0;205
Laser Blue Pearl;0;191;255
Laser Blue Pearl Coat;0;191;255
Laser Blue Pearlcoat;0;191;255
Latte;222;184;135
Latte Brown;210;180;140
Latte Macchiato;210;180;140
Latte Metallic;210;180;140
Latte Metallic G5d;210;180;140
Laurel Gray;211;211;211
Laurel Gray Metallic w/BMW i Frozen Blue Accent;112;128;144
Laurite Silver;192;192;192
Lava;255;69;0
Lava Gray Pearl;211;211;211
Lava Gray Pearl Effect;211;211;211
Lava Orange;255;140;0
Lava Red;255;0;0
Lava Red Pearl;255;0;0
Lava Sand Metallic;210;180;140
Lb30;128;128;128
Lb44;128;128;128
Lc 500 Rwd;128;128;128
Le Mans Blue Metallic;0;70;160
Le Mans Sunset Clearcoat Metallic;255;140;0
Le Mans Sunset Metallic;255;140;0
LeMans Blue Metallic;0;70;160
Lead Foot;112;128;144
Lead Foot Gray;112;128;144
Leather;101;67;33
Leather 40/Console/40 Front;101;67;33
Leather Calcite;210;180;140
Leather Dakota Gray;128;128;128
Leather Interior in Black;0;0;0
Leather Interior in Black with Alcantara, Stitching in Red;128;0;0
Leather Interior in Black with Chalk Stitching;128;0;0
Leather Interior in Black with Fabric Seat Centers;128;0;0
Leather Interior in Black/Bordeaux Red;128;0;32
Leather Interior in Black with Mojave Beige;210;180;140
Leather Interior in Slate Grey/Chalk;112;128;144
Leather Package in Black with Deviated Stitching in Gentian Blue;0;70;160
Leather Package in Black/Garnet Red;255;0;0
Leather Seating Surfaces w/M;101;67;33
Leather Trimmed Bucket Seats;101;67;33
Leather Upholstery;101;67;33
Leather to Sample Pebble Grey;211;211;211
Leather, Dark Galvanized / Light Shale;169;169;169
Leather-Trimmed Upholster;101;67;33
Leather-Trimmed Upholstery;101;67;33
Leather/Alcantara® Interior in Black with Platinum Grey Stitching;128;128;128
Leather/Race-Tex Interior in Black with Arctic Gre;0;0;139
Leather/Race-Tex Interior in Black with Artic Grey Stitching i.c.w. Weissach Package;0;0;139
Leather/Race-Tex Interior in Black with Deep Sea Blue Stitchi;0;0;139
Leather/Race-Tex Interior in Black with GT Silver;192;192;192
Leatherette;101;67;33
Leatherette, Jet Black/Jet Black;0;0;0
Leatherette-Trimmed Seating Surf;101;67;33
Lemon-Twist Yellow;255;255;0
Lemonade;255;250;205
Liberty Blue/Liberty Blue;0;70;160
Light Almond Pearl Metallic;255;250;250
Light Almond Pearl Metallic Clearcoat;255;250;250
Light Ash Cloth;211;211;211
Light Ash/Dark Ash;169;169;169
Light Beige;245;245;220
Light Beige Leather;245;245;220
Light Blue;173;216;230
Light Blue Gray;176;196;222
Light Blue Gray (21);176;196;222
Light Blue Gray / Black;128;128;128
Light Blue Gray/Black;128;128;128
Light Bronze Metallic;205;127;50
Light Bronzemist Metallic;205;127;50
Light Brown;150;75;0
Light Brown Metallic;150;75;0
Light Brownstone Pearl;203;189;147
