Color;R;G;B
designo Allanite Grey Magno;112;128;144
designo Bengal Red;220;20;60
designo Bengal Red/Black;139;0;0
designo Black;0;0;0
designo Black w/Contrast Stitching;0;0;0
designo Black w/Stit;0;0;0
designo Black/Titamium Nappa Leather;0;0;0
designo Black/Titanium Gray Pearl;64;64;64
designo Brilliant Blue Magno;70;130;180
designo Brilliant Blue Magno Matte;70;130;180
designo Cardinal Red;255;0;0
designo Cardinal Red Metallic;220;20;60
designo Cashmere White Magno;255;250;250
designo Cashmere White Magno Matte;255;250;250
designo Classic Red;255;0;0
designo Classic Red/Black;139;0;0
designo Copper;184;115;51
designo Crystal Silver;192;192;192
designo Diamond White;255;255;255
designo Diamond White Bright;255;255;255
designo Diamond White Bright Metallic;230;230;250
designo Diamond White Metallic;230;230;250
designo Graphite;112;128;144
designo Graphite Grey Magno;112;128;144
designo Graphite Metallic;112;128;144
designo Iridium Silver Magno;192;192;192
designo Light Brown;210;180;140
designo Magno Alanite Gray;128;128;128
designo Magno Alanite Gray (Matte Finish);128;128;128
designo Magno Cashmere White (Matte Finish);255;250;250
designo Magno Iridium Silver;192;192;192
designo Magno Night Black;0;0;0
designo Magno Platinum (Matte Finish);230;230;250
designo Magno Selenite Grey;112;128;144
designo Manufaktur Mystic Blue Met;65;105;225
designo Manufaktur Mystic White;255;255;255
designo Mocha Black;54;69;79
designo Moonlight White Metallic;230;230;250
designo Mountain Gray Magno (Matte Finish);112;128;144
designo Mystic Blue;65;105;225
designo Night Black Magno;0;0;0
designo Patagonia Red Metallic;220;20;60
designo Platinum Black;0;0;0
designo Platinum Magno;230;230;250
designo Porcelain;255;255;255
designo Saffron Beige;222;184;135
designo Sand;210;180;140
designo Selenite Gray;112;128;144
designo Selenite Gray Magno;112;128;144
designo Selenite Gray Magno (Matte Finish);112;128;144
designo Selenite Grey;112;128;144
designo Selenite Grey Magno;112;128;144
designo Selenite Grey Magno (Matte Finish);112;128;144
designo Selenite Grey Magno Matte;112;128;144
designo Silk Beige/Satin Red Pearl;245;245;220
designo Silk Beige/Titanium Gray Pearl;230;230;250
designo Silver Metallic;192;192;192
designo Titanium/Black;64;64;64
diamond;255;255;255
gold;212;175;55
gray;128;128;128
green;0;128;0
grey;128;128;128
leather;160;82;45
light Gray;211;211;211
midnight blue metallic;25;25;112
null;128;128;128
orange;255;165;0
pewter;112;128;144
pewter gray met;112;128;144
pewter gray metallic;112;128;144
piano black;0;0;0
platinum;230;230;250
red;255;0;0
red and black;139;0;0
red black;139;0;0
sahara stone;210;180;140
savannah;189;183;107
sienna brown;160;82;45
sienna brown black;128;0;0
silk;255;228;196
silver;192;192;192
sparkle silver met;192;192;192
sparkle silver metallic;192;192;192
tan;210;180;140
truffle brown;112;66;20
two tone black and saddle;64;64;64
venetian;255;255;255
white;255;255;255
with Ebony interior accents;64;64;64
with Jet Black accents;0;0;0
with mini perforated inserts;128;128;128
yellow;255;255;0
–;128;128;128
