Color;R;G;B
Red  premium leather/sueded microfiber;220;20;60
Red & Black;128;0;0
Red - RE;255;0;0
Red - Tsukuba Red;255;0;0
Red / Black;128;0;0
Red / Silver;224;64;64
Red Accent;255;69;0
Red Alert;255;0;0
Red Alert Metallic;255;0;0
Red Allure;255;0;0
Red Amber;255;100;0
Red Awd;255;0;0
Red Brick;156;102;31
Red Brick Metallic;156;102;31
Red Brick Pearl;156;102;31
Red Candy;255;0;0
Red Candy Metallic Tint;255;0;0
Red Candy Metallic Tinted Clearcoat;255;0;0
Red Candy Tinted Metallic;255;0;0
Red Carpet;200;0;0
Red Carpet Metallic Tinted Clearcoat;200;0;0
Red Clearcoat Metallic;255;0;0
Red Copper/Carbon Black;184;115;51
Red Crimson;220;20;60
Red Diamond;178;34;34
Red Diamond/Black Roof;128;0;0
Red Firemist;255;69;0
Red Flame Metallic;255;69;0
Red Horizon Tintcoat;255;0;0
Red Hot;255;0;0
Red Jewel Tintcoat;255;0;0
Red Leather;180;0;0
Red Leather/Carbon Black;180;0;0
Red Line;255;0;0
Red Lthette-Trmmed;255;0;0
Red Mahogany Metallic;192;64;0
Red Metallic;255;0;0
Red Mist Metallic;255;0;0
Red Mist Metallic Tintcoat;255;0;0
Red Multi;255;0;0
Red Multi Coat;255;0;0
Red Multi-Coat;255;0;0
Red Multi-Coat [Re;255;0;0
Red Nv;255;0;0
Red Obsession;255;0;0
Red Obsession Tintcoat;255;0;0
Red Oxide;183;65;14
Red Passion Tintcoat;255;0;0
Red Pearl;255;99;71
Red Pearl Coat;255;99;71
Red Pepper;255;69;0
Red Pepper Red/Black;128;0;0
Red Pepper/Black;128;0;0
Red Premium Leather;220;20;60
Red Quartz Tintcoat;255;0;0
Red Rock;139;69;19
Red Rock Crystal Pearlcoat;139;69;19
Red Rock Metallic;139;69;19
Red Suede;160;82;45
Red Tintcoat;255;0;0
Red and Black F Sport interior;128;0;0
Red and Grey;128;128;128
Red and White;255;128;128
Red and white;255;128;128
Red w/Black;128;0;0
Red w/Red Trim;255;0;0
Red/ maroon;128;0;0
Red/Black;128;0;0
Red/Black Bicolor;128;0;0
Red/Black/Ebony;128;0;0
Red/Carbon Black;128;0;0
Red/Cream Darts;255;127;104
Red/Maroon;128;0;0
Red/Red;255;0;0
Red/White;255;128;128
Red/maroon;128;0;0
Red/tan;232;90;70
Redeye;139;0;0
Redfire Clearcoat Metallic;255;0;0
Redfire Metallic;255;0;0
Redfire Pearl;255;99;71
Redline;255;0;0
Redline (3) Coat Pearl;255;99;71
Redline - Red;255;0;0
Redline 2 Coat Pearl;255;99;71
Redline 3 Coat Pearl;255;99;71
Redline Pearl;255;99;71
Redline Pearlcoat;255;99;71
Redline Red;255;0;0
Redline Red Pearl Coat;255;99;71
Redline Red Tricoat Pearl;255;99;71
Redline w/Black Roof;128;0;0
Redline with Obsidian Roof;128;0;0
Redondo Red Pearl;255;0;0
Redondo Red Pearl [R;255;0;0
Redrock / Black;128;0;0
Redrock/Black;128;0;0
Redwood;164;90;82
Redwood Metallic;164;90;82
Reed Green Metallic;85;107;47
Reef Blue Metallic;70;130;180
Reflex Silver;192;192;192
Reflex Silver Metallic;192;192;192
Reflex Silver Metallic w/ Black Roof;128;128;128
Reflex Silver Metallic w/ Black Top;128;128;128
Reflex Silver Metallic w/Black Roof;128;128;128
Reflex Silver Metallic/Black Roof;128;128;128
Reflex Silver/Black Roof;128;128;128
Regal Peacock Green Metallic;0;128;128
Regal Red;220;20;60
Regal Red Pearl;220;20;60
Remington Red;255;0;0
Remington Red Metallic;255;0;0
Renaissance Red;255;0;0
Renaissance Red 2.0;255;0;0
Rescue Green Metallic Clearcoat;34;139;34
Reservoir Blue;0;0;205
Retro Red;255;0;0
Rhapsody Blue;65;105;225
Rhapsody Blue Metallic;65;105;225
Rhapsody Blue Premium Colorant;65;105;225
Rhino;105;105;105
Rhino Clearcoat;105;105;105
Rhodium;192;192;192
Rhodium Silver;192;192;192
Rhodium Silver Metallic;192;192;192
Rhodium Wh;255;255;255
Rhodium White Metallic;255;255;255
Rhodium White Premium;255;255;255
Rhodonite Silver Metallic;169;169;169
Rialto Green;34;139;34
Rich Cream;245;245;220
Rich Creme;245;245;220
Rich Garnet Metallic;115;54;53
Rich Java Metallic;102;51;0
Ricochet Silver Metallic;192;192;192
Ridge Green;34;139;34
Rift Metallic;169;169;169
Rio Gold;218;165;32
Rio Red Pearl;255;99;71
Rio Yellow Pearl;255;215;0
Rioja Red;150;0;0
Rioja Red - EA21;150;0;0
Rioja Red Metallic;150;0;0
Rioja Red Nuluxe Blac;150;0;0
Rioja Red Perforated Nulu;150;0;0
Rioja Red w/Dark Graphite Aluminum;105;105;105
Rioja Red w/Dark Umber Trim;101;67;33
Rioja Red w/Gray Sapele Wood and Aluminum Trim;128;128;128
Rioja Red w/Naguri Aluminum Trim;128;128;128
RiojaRed leather and Dark Graphite Aluminumtrim;105;105;105
Rip Tide Blue;70;130;180
Riptide Blue Metallic;70;130;180
Riptide Metallic;70;130;180
Rising Blue Metallic;65;105;225
Ristretto Brown Metallic;101;67;33
River Rock;205;197;191
River Rock Metall;205;197;191
River Rock Metallic;205;197;191
River Rock Pearl;205;197;191
Riverrock Green;34;139;34
Riverside Blue Metallic;70;130;180
Riverstone Metallic;169;169;169
Roast;101;67;33
Roast Seat Surfaces;101;67;33
Roast w/Black Onyx;54;69;79
Robins Egg Blue;102;205;170
Robust Emerald;80;200;120
Rock Creek;112;128;144
Rock Gray;128;128;128
Rock Gray / Black;64;64;64
Rock Gray / Granite Gray;105;105;105
Rock Gray Leather;128;128;128
Rock Gray/Black Zf;64;64;64
Rock Gray/Gray;128;128;128
Rock Lobster Clearcoat;255;69;0
Rockwood Green;34;139;34
Rocky Gray;128;128;128
Rocky Mountain Pearl;176;196;222
Rocky Mountain Pearlcoat;176;196;222
Roja Red;255;0;0
Rooftop Gray;128;128;128
Rooftop Gray Metallic;128;128;128
Rooftop Grey Metallic;128;128;128
Root Beer Metallic;101;67;33
Rose;255;192;203
Rose Gold;183;110;121
Rose Gold Metallic;183;110;121
Rosello Red Metallic;220;20;60
Rosewood Metallic;139;69;19
Rosewood Metallic/Dark Cocoa Ash;139;69;19
Rotor Gray;128;128;128
Rotor Gray W/Anthracite;54;69;79
Rotor Gray w/Anthracite;54;69;79
Rotor Gray w/Anthracite Stitching;54;69;79
Rotor Gray, premium leather;128;128;128
Rotor Gry/Anthr;54;69;79
Royal Blue;65;105;225
Royal Blue Pearl;65;105;225
Royal Gray;128;128;128
Royal Gray Metallic;128;128;128
Royal Grey Metallic;128;128;128
Royal Jade Pearl;0;168;107
Royal Maroon;128;0;0
Royal Medium Blue;0;0;205
Royal Red Metallic;255;0;0
Royal Ruby;220;20;60
Royal Ruby Metallic;220;20;60
Rubelite Red Metallic/Obsidian Black Metallic;128;0;0
Rubellite Red Metallic;220;20;60
Ruby;224;17;95
Ruby Black Metallic;128;0;0
Ruby Black Pearl;128;0;0
Ruby Flare Pearl;220;20;60
Ruby Flare Pearl/Midnight Black Metallic;25;25;112
Ruby Metallic;220;20;60
Ruby Red;220;20;60
Ruby Red / Black;128;0;0
Ruby Red Metallic;220;20;60
Ruby Red Metallic Cc;220;20;60
Ruby Red Metallic Tinted Clearcoat;220;20;60
Ruby Red Pearl;220;20;60
Ruby Red Tinted Clearcoat;220;20;60
Ruby Red/Black;128;0;0
Ruby Slate Gray Pearl w/Black Roof;128;128;128
Ruby Star Neo;220;20;60
Ruby Wine;128;0;0
Rugged Brown Pearlcoat;101;67;33
Runway Red;255;0;0
Russet;128;70;27
Russet/Dark Slate Gray;128;70;27
Rust;183;65;14
S;192;192;192
S P250;192;192;192
S PREMIUM PLUS;192;192;192
S Rwd;192;192;192
SADDLE;101;67;33
SADDLE TAN LEAT;210;180;140
SAFFRON NAPPA LEATHER;244;196;48
SAGA BEIGE;245;245;220
SAGE GREEN;188;184;138
SAHARA BEIGE/BLACK;210;180;140
SAKHIR ORANGE;255;140;0
SAKHIR ORANGE/BLK;255;140;0
SALSA RED PEARL;255;99;71
SAMURAI GRAY;112;128;144
SAN MARINO RED RED;255;0;0
SAND;194;178;128
SANDSTNE LEATHER-TRIM SEATS;210;180;140
SANDSTONE ACTIVEX ST MTRL;210;180;140
SANDSTONE ACTIVEX TRIM STS;210;180;140
SANDSTONE INTERIOR;210;180;140
SANDSTONE LEATHER;210;180;140
SANDSTONE LEATHER SEATS;210;180;140
SANDSTONE LEATHER-TRIM SEATS;210;180;140
SANDSTONE LTH SEAT SURFACES;210;180;140
SANDSTONE PREMIUM LTHR TRIM;210;180;140
SANDSTORM YELLOW METALLIC [YELLOW];237;201;175
SANTORINI BLAC;0;0;0
SANTORINI BLACK;0;0;0
SANTORINI BLK;0;0;0
SANTORINI_BLACK;0;0;0
SANTORN BLK MET;0;0;0
SATIN STEEL GRAY METALLIC;119;136;153
SEDAN;128;128;128
SELECT;128;128;128
SEO: Special Solid Paint;128;128;128
SHADOW BLACK;0;0;0
SHALE;112;128;144
SHALE WITH BROWNSTONE ACCENTS, LEATHER SEATING SURFACES;112;128;144
SHARK BLUE;70;130;180
SHOOTING STAR (MATTE GRAY;105;105;105
SIGNATURE NAVY;0;0;128
SIL;192;192;192
SIL/Silver;192;192;192
SILVER;192;192;192
SILVER DAWN;192;192;192
SILVER ICE METALL;192;192;192
SILVER METALLIC;192;192;192
SILVER RADIANCE;192;192;192
SILVER RADIANCE CLEARCOAT;192;192;192
SILVER RADIANCE M;192;192;192
SILVER RADIANCE MET;192;192;192
SILVER RADIANCE MET CC;192;192;192
SILVER_METALIC;192;192;192
SIVER;192;192;192
SIlver;192;192;192
SLATE LEATHER TRIM BUCKET;112;128;144
SLATE PREMIUM LEATHER TRIM;112;128;144
SLIVER;192;192;192
SLT - Black Leather Seating;0;0;0
SLV;192;192;192
SMOKE METALLIC;105;105;105
SMOKED QUARTZ MET TINTED CC;112;128;144
SMOKED QUARTZ TINTED CC MET;112;128;144
SNOWFLAKE PEARL WHITE;255;250;250
SOFT TOUCH EBONY/MED SLATE;47;79;79
SONIC GRAY;128;128;128
SONIC GRAY PEARL [GRAY];128;128;128
SPACE WHITE METALLIC;255;255;255
SPORT;255;0;0
SR5 Leather Package;128;128;128
STANDARD BLACK;0;0;0
STAR WHITE;255;255;255
STAR WHITE MET TRI-COAT;255;255;255
STAR WHITE METALLIC TRI-COAT;255;255;255
STAR WHITE METALLIC TRICOAT;255;255;255
STARLIGHT GRAY METALLIC;169;169;169
STARLIGHT SILVER W BLACK;128;128;128
STD BLK;0;0;0
STEEL;119;136;153
STEEL CLOTH;119;136;153
STEEL GRAY;119;136;153
STEEL GREY METALLIC;119;136;153
STELLAR BL;0;0;0
STELLAR BLACK METALLIC;0;0;0
STERLING GRAY METALLIC;192;192;192
STNE PRM LTH SEATS W/PIPING;210;180;140
STONE BLUE METALLIC;176;196;222
STONE GRAY METALLIC;119;136;153
STYLE Auburn Brown/Black;82;21;21
STYLE Exclusive Tartufo Brown/Black;101;67;33
STYLE Macchiato Beige/Black;210;180;140
STYLE Saddle Brown;139;69;19
STYLE Saddle Brown/Black;139;69;19
SUMMIT WHI;255;255;255
SUNNY SIDE YELLOW;255;255;0
SUPER BLACK;0;0;0
SURF ROAST;101;67;33
SV Bespoke Ebony;54;69;79
SV Intrepid Ebony;54;69;79
SV Premium;192;192;192
SV Serenity Liberty Blue;65;105;225
SVO Black;0;0;0
SVO Blue;0;0;255
SVO PREMIUM PALETTE BLUE;0;0;255
SVO PREMIUM PALETTE GREY;128;128;128
SVO PREMIUM PALETTE RED;255;0;0
SVO Premium Palette Black;0;0;0
SVO Premium Palette Black (1BP);0;0;0
SVO Premium Palette Blue;0;0;255
SVO Premium Palette Green;0;128;0
SVO Premium Palette Grey;128;128;128
SVO Premium Palette Orange;255;165;0
SVO Premium Palette Red;255;0;0
SVO Premium Palette Silver;192;192;192
SVO Premium Palette White;255;255;255
SVO Red;255;0;0
Saber Metallic;192;192;192
Sable Black;0;0;0
Sable Brown Pearl/Espresso Brown;101;67;33
Sable Brown/Black;101;67;33
Saddle;101;67;33
Saddle Brown;101;67;33
Saddle Brown / Black;101;67;33
Saddle Brown Leather;101;67;33
Saddle Brown Pearl Coat;101;67;33
Saddle Brown w/Exclusive Stitching;101;67;33
Saddle Brown/Black;101;67;33
Saddle Brown/Black (224);101;67;33
Saddle Brown/Black Designo Exclusive Nappa Leather;101;67;33
Saddle Brown/Dark Brown;101;67;33
Saddle Brown/Excl. Stitch;101;67;33
Saddle Brown/Luxor Beige;210;180;140
Saddle Tan;210;180;140
Saddle Tan High Contrast;210;180;140
Saddle Tan High Contrast w/Leather-Appointed Seats w/Mocha Burl;210;180;140
Saddle Tan Leather;210;180;140
Saddle Tan/Black;210;180;140
Saddle Up / Jet Black;0;0;0
Saddle Up/Jet Black;0;0;0
Saddle/Black;0;0;0
Safari Uni;210;180;140
Saffrano Orange & Black;255;140;0
Saffrano Orange / Black;255;140;0
Saffron;244;196;48
Saffron Yellow Metallic;244;196;48
Sage;188;184;138
Sage Brown;160;82;45
Sage Brush Pearl;188;184;138
Sage Gray;128;128;128
Sage Green;188;184;138
Sage Green Metall;188;184;138
Sage Green Metallic;188;184;138
Sage Green Metallic/Steel Silver Metallic;188;184;138
Sage Grey / Black Nappa Leather;128;128;128
Sage Grey/Black;128;128;128
Sage Metallic;188;184;138
Sagebrush Pearlcoat;188;184;138
Sagemist Metallic;176;196;222
Sahara;237;201;175
Sahara Beige;237;201;175
Sahara Beige Leather;237;201;175
Sahara Beige W/Jet Black Accents;237;201;175
Sahara Beige With Jet Black Accents;237;201;175
Sahara Beige With Jet Black Accents Leather Seatin;237;201;175
Sahara Beige w/Jet Black Accents;237;201;175
Sahara Beige/Black;237;201;175
Sahara Beige/Mocha;237;201;175
Sahara Bge Lthette;237;201;175
Sahara Sandstone;210;180;140
Sahara Silver;192;192;192
Sahara Silver Metallic;192;192;192
Sahara Stone;210;180;140
Saharan Stone;210;180;140
Saiga Beige;245;245;220
Sakhir Gold Metallic;212;175;55
Sakhir Orange;255;140;0
Sakhir Orange / Black;255;140;0
Sakhir Orange Black w Extended Merino Leather Upho;255;140;0
Sakhir Orange II Metallic;255;140;0
Sakhir Orange Metallic;255;140;0
Sakhir Orange/Black;255;140;0
Salman pink;255;182;193
Salsa;255;99;71
Salsa Red;255;99;71
Salsa Red Pearl;255;99;71
Salsa Red/Cream Roof;255;99;71
Salsa/Charcoal Leather;112;128;144
Salt Crystal/Onyx;240;248;255
